OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0003990;Online;WARE-UHY1004;15/5/2019;1/9/2019;4/9/2019;8/9/2019;USD;13;Todd Roberts;34;OUR Ltd;209;44;Pillows;1;0,05;1112,2;589,466
SO - 0003991;In-Store;WARE-NMK1003;15/5/2019;1/9/2019;26/9/2019;3/10/2019;USD;4;Chris Armstrong;8;Medsep Group;171;10;Blankets;7;0,15;1072;482,4
SO - 0003992;Distributor;WARE-UHY1004;15/5/2019;1/9/2019;18/9/2019;25/9/2019;USD;22;Joe Price;15;Rochester Ltd;246;1;Cookware;2;0,05;2425,4;1722,034
SO - 0003993;In-Store;WARE-XYS1001;15/5/2019;2/9/2019;5/9/2019;15/9/2019;USD;9;Joshua Ryan;13;Ole Group;19;30;Wall Coverings;1;0,1;3825,7;2907,532
SO - 0003994;Wholesale;WARE-PUJ1005;15/5/2019;2/9/2019;27/9/2019;1/10/2019;USD;26;Donald Reynolds;37;AuroMedics Corp;322;39;Floor Lamps;5;0,3;1139;603,67
SO - 0003995;In-Store;WARE-UHY1004;15/5/2019;3/9/2019;29/9/2019;2/10/2019;USD;9;Joshua Ryan;44;Winthrop ;252;22;Wine Storage;6;0,05;187,6;129,444
SO - 0003996;Distributor;WARE-PUJ1005;15/5/2019;3/9/2019;1/10/2019;7/10/2019;USD;22;Joe Price;35;Amylin Group;306;31;Candleholders;6;0,1;864,3;613,653
SO - 0003997;Wholesale;WARE-NMK1003;15/5/2019;3/9/2019;13/9/2019;16/9/2019;USD;28;Carlos Miller;31;Uriel Group;126;36;Clocks;3;0,05;5701,7;2850,85
SO - 0003998;In-Store;WARE-PUJ1005;15/5/2019;3/9/2019;21/9/2019;30/9/2019;USD;10;Jonathan Hawkins;13;Ole Group;329;25;TV and video;2;0,075;904,5;714,555
SO - 0003999;In-Store;WARE-NBV1002;15/5/2019;3/9/2019;13/9/2019;17/9/2019;USD;6;Joshua Bennett;39;Victory Ltd;72;15;Outdoor Furniture;1;0,4;1159,1;822,961
SO - 0004000;Wholesale;WARE-PUJ1005;15/5/2019;3/9/2019;6/9/2019;8/9/2019;USD;25;Patrick Graham;41;Weimei Corp;311;17;Furniture Cushions;1;0,15;247,9;176,009
SO - 0004001;In-Store;WARE-MKL1006;15/5/2019;3/9/2019;17/9/2019;22/9/2019;USD;9;Joshua Ryan;2;WakeFern ;339;47;Audio;7;0,05;3919,5;1802,97
SO - 0004002;In-Store;WARE-NMK1003;15/5/2019;3/9/2019;27/9/2019;2/10/2019;USD;12;Carl Nguyen;45;Nipro ;200;45;Home Fragrances;1;0,2;2559,4;1714,798
SO - 0004003;In-Store;WARE-NMK1003;15/5/2019;3/9/2019;13/9/2019;16/9/2019;USD;1;Adam Hernandez;25;Prasco Group;112;41;Collectibles;6;0,075;2572,8;1183,488
SO - 0004004;Online;WARE-UHY1004;15/5/2019;3/9/2019;18/9/2019;20/9/2019;USD;19;Nicholas Cunningham;4;ETUDE Ltd;221;21;Floral;1;0,075;2767,1;1743,273
SO - 0004005;Online;WARE-UHY1004;15/5/2019;4/9/2019;22/9/2019;25/9/2019;USD;19;Nicholas Cunningham;18;Eminence Corp;247;37;Platters;7;0,075;1916,2;1034,748
SO - 0004006;Online;WARE-NMK1003;15/5/2019;4/9/2019;21/9/2019;27/9/2019;USD;19;Nicholas Cunningham;45;Nipro ;189;43;Festive;5;0,05;1715,2;943,36
SO - 0004007;Online;WARE-XYS1001;15/5/2019;4/9/2019;24/9/2019;29/9/2019;USD;13;Todd Roberts;39;Victory Ltd;2;26;Candles;3;0,075;1011,7;586,786
SO - 0004008;In-Store;WARE-MKL1006;15/5/2019;4/9/2019;12/9/2019;14/9/2019;USD;2;Keith Griffin;23;E. Ltd;341;10;Blankets;6;0,05;1025,1;676,566
SO - 0004009;Distributor;WARE-UHY1004;15/5/2019;5/9/2019;11/9/2019;20/9/2019;USD;23;Douglas Tucker;32;OHTA'S Corp;241;20;Bar Tools;6;0,1;1065,3;830,934
SO - 0004010;Online;WARE-MKL1006;15/5/2019;5/9/2019;23/9/2019;2/10/2019;USD;13;Todd Roberts;47;Niconovum Corp;332;18;Basketball;6;0,05;1132,3;905,84
SO - 0004011;Distributor;WARE-XYS1001;15/5/2019;5/9/2019;20/9/2019;29/9/2019;USD;21;Samuel Fowler;13;Ole Group;21;4;Serveware;2;0,05;884,4;689,832
SO - 0004012;In-Store;WARE-NMK1003;15/5/2019;5/9/2019;10/9/2019;19/9/2019;USD;8;George Lewis;24;Burt's Corp;133;45;Home Fragrances;8;0,1;971,5;524,61
SO - 0004013;In-Store;WARE-PUJ1005;15/5/2019;5/9/2019;17/9/2019;23/9/2019;USD;3;Jerry Green;23;E. Ltd;311;18;Basketball;4;0,075;1782,2;1301,006
SO - 0004014;In-Store;WARE-XYS1001;15/5/2019;5/9/2019;17/9/2019;26/9/2019;USD;4;Chris Armstrong;3;Elorac, Corp;43;10;Blankets;6;0,3;1112,2;500,49
SO - 0004015;In-Store;WARE-NMK1003;15/5/2019;5/9/2019;29/9/2019;1/10/2019;USD;8;George Lewis;17;Pure Group;116;40;Rugs;2;0,15;2412;1616,04
SO - 0004016;In-Store;WARE-XYS1001;15/5/2019;5/9/2019;29/9/2019;1/10/2019;USD;9;Joshua Ryan;13;Ole Group;53;8;Cocktail Glasses;1;0,15;3899,4;3080,526
SO - 0004017;In-Store;WARE-XYS1001;15/5/2019;5/9/2019;29/9/2019;30/9/2019;USD;6;Joshua Bennett;27;Wuxi Group;25;23;Accessories;3;0,1;3979,8;3263,436
SO - 0004018;Online;WARE-MKL1006;15/5/2019;6/9/2019;23/9/2019;3/10/2019;USD;12;Carl Nguyen;50;Sundial ;366;40;Rugs;2;0,1;2519,2;1410,752
SO - 0004019;In-Store;WARE-NMK1003;15/5/2019;6/9/2019;27/9/2019;7/10/2019;USD;2;Keith Griffin;19;Qualitest ;113;15;Outdoor Furniture;1;0,05;850,9;570,103
SO - 0004020;In-Store;WARE-NMK1003;15/5/2019;6/9/2019;24/9/2019;27/9/2019;USD;9;Joshua Ryan;45;Nipro ;187;45;Home Fragrances;2;0,075;1969,8;1654,632
SO - 0004021;Online;WARE-NBV1002;15/5/2019;6/9/2019;27/9/2019;4/10/2019;USD;17;Frank Brown;24;Burt's Corp;71;35;Table Linens;8;0,4;1078,7;614,859
SO - 0004022;In-Store;WARE-NBV1002;15/5/2019;6/9/2019;4/10/2019;7/10/2019;USD;8;George Lewis;32;OHTA'S Corp;82;19;Vanities;1;0,075;1876;1482,04
SO - 0004023;Online;WARE-XYS1001;15/5/2019;6/9/2019;12/9/2019;17/9/2019;USD;16;Anthony Berry;11;Apollo Ltd;25;41;Collectibles;4;0,075;1775,5;1384,89
SO - 0004024;Online;WARE-NBV1002;15/5/2019;7/9/2019;27/9/2019;29/9/2019;USD;20;Anthony Torres;13;Ole Group;65;37;Platters;1;0,075;844,2;464,31
SO - 0004025;Distributor;WARE-UHY1004;15/5/2019;7/9/2019;27/9/2019;2/10/2019;USD;23;Douglas Tucker;48;Fenwal, Corp;225;4;Serveware;1;0,1;167,5;95,475
SO - 0004026;Distributor;WARE-MKL1006;15/5/2019;7/9/2019;9/9/2019;16/9/2019;USD;21;Samuel Fowler;43;Exact-Rx, Corp;347;5;Bathroom Furniture;5;0,05;1105,5;807,015
SO - 0004027;In-Store;WARE-NBV1002;15/5/2019;7/9/2019;15/9/2019;19/9/2019;USD;3;Jerry Green;44;Winthrop ;73;36;Clocks;7;0,05;3082;2342,32
SO - 0004028;Distributor;WARE-XYS1001;15/5/2019;7/9/2019;22/9/2019;23/9/2019;USD;23;Douglas Tucker;33;Trigen ;50;18;Basketball;2;0,1;864,3;717,369
SO - 0004029;Online;WARE-MKL1006;15/5/2019;7/9/2019;26/9/2019;28/9/2019;USD;18;Shawn Wallace;48;Fenwal, Corp;340;30;Wall Coverings;6;0,05;2646,5;1402,645
SO - 0004030;In-Store;WARE-UHY1004;15/5/2019;8/9/2019;1/10/2019;6/10/2019;USD;3;Jerry Green;24;Burt's Corp;250;33;Outdoor Decor;7;0,15;1748,7;1451,421
SO - 0004031;Wholesale;WARE-NBV1002;15/5/2019;8/9/2019;6/10/2019;16/10/2019;USD;27;Shawn Torres;20;Pacific Ltd;80;22;Wine Storage;6;0,15;1755,4;983,024
SO - 0004032;Distributor;WARE-UHY1004;15/5/2019;8/9/2019;6/10/2019;9/10/2019;USD;22;Joe Price;8;Medsep Group;240;47;Audio;6;0,2;1105,5;851,235
SO - 0004033;Online;WARE-MKL1006;15/5/2019;9/9/2019;13/9/2019;17/9/2019;USD;14;Paul Holmes;20;Pacific Ltd;329;46;Sculptures;1;0,1;1105,5;652,245
SO - 0004034;Online;WARE-NMK1003;15/5/2019;9/9/2019;28/9/2019;7/10/2019;USD;13;Todd Roberts;27;Wuxi Group;165;22;Wine Storage;6;0,4;3953;2925,22
SO - 0004035;In-Store;WARE-XYS1001;15/5/2019;9/9/2019;14/9/2019;20/9/2019;USD;5;Stephen Payne;11;Apollo Ltd;46;4;Serveware;7;0,2;5815,6;4129,076
SO - 0004036;Online;WARE-NMK1003;15/5/2019;9/9/2019;28/9/2019;6/10/2019;USD;15;Roger Alexander;45;Nipro ;198;36;Clocks;3;0,1;3209,3;2599,533
SO - 0004037;Online;WARE-UHY1004;15/5/2019;9/9/2019;17/9/2019;23/9/2019;USD;13;Todd Roberts;48;Fenwal, Corp;241;43;Festive;3;0,2;2298,1;1034,145
SO - 0004038;In-Store;WARE-NBV1002;15/5/2019;9/9/2019;13/9/2019;22/9/2019;USD;11;Joshua Little;44;Winthrop ;61;4;Serveware;7;0,4;3946,3;1736,372
SO - 0004039;In-Store;WARE-NBV1002;15/5/2019;9/9/2019;25/9/2019;30/9/2019;USD;11;Joshua Little;23;E. Ltd;87;10;Blankets;6;0,05;3932,9;2674,372
SO - 0004040;In-Store;WARE-UHY1004;15/5/2019;9/9/2019;29/9/2019;6/10/2019;USD;4;Chris Armstrong;35;Amylin Group;244;27;Wreaths;7;0,05;1005;572,85
SO - 0004041;Wholesale;WARE-XYS1001;15/5/2019;9/9/2019;25/9/2019;26/9/2019;USD;28;Carlos Miller;7;New Ltd;58;11;Ornaments;8;0,075;2592,9;1218,663
SO - 0004042;Distributor;WARE-NMK1003;15/5/2019;9/9/2019;27/9/2019;30/9/2019;USD;23;Douglas Tucker;39;Victory Ltd;105;9;Baseball;4;0,05;1145,7;801,99
SO - 0004043;In-Store;WARE-NMK1003;15/5/2019;9/9/2019;7/10/2019;10/10/2019;USD;1;Adam Hernandez;38;Ascend Ltd;94;42;Bean Bags;7;0,075;1159,1;475,231
SO - 0004044;Online;WARE-PUJ1005;15/5/2019;9/9/2019;27/9/2019;29/9/2019;USD;13;Todd Roberts;4;ETUDE Ltd;265;38;Wardrobes;2;0,2;1092,1;469,603
SO - 0004045;Online;WARE-PUJ1005;15/5/2019;9/9/2019;24/9/2019;2/10/2019;USD;13;Todd Roberts;29;Apotheca, Ltd;323;46;Sculptures;7;0,075;917,9;578,277
SO - 0004046;In-Store;WARE-UHY1004;15/5/2019;9/9/2019;22/9/2019;23/9/2019;USD;11;Joshua Little;5;Procter Corp;251;37;Platters;1;0,05;261,3;193,362
SO - 0004047;Online;WARE-UHY1004;15/5/2019;9/9/2019;1/10/2019;8/10/2019;USD;19;Nicholas Cunningham;6;PEDIFIX, Corp;225;41;Collectibles;1;0,05;1963,1;1472,325
SO - 0004048;Distributor;WARE-NMK1003;15/5/2019;10/9/2019;18/9/2019;24/9/2019;USD;24;Roy Rice;11;Apollo Ltd;91;35;Table Linens;1;0,4;5969,7;2626,668
SO - 0004049;Online;WARE-PUJ1005;15/5/2019;10/9/2019;25/9/2019;2/10/2019;USD;14;Paul Holmes;34;OUR Ltd;286;35;Table Linens;8;0,075;3048,5;1219,4
SO - 0004050;Online;WARE-PUJ1005;15/5/2019;10/9/2019;20/9/2019;25/9/2019;USD;20;Anthony Torres;24;Burt's Corp;298;7;Dinnerware;8;0,075;877,7;649,498
SO - 0004051;Online;WARE-XYS1001;15/5/2019;10/9/2019;22/9/2019;29/9/2019;USD;18;Shawn Wallace;10;21st Ltd;9;10;Blankets;7;0,1;1943;1224,09
SO - 0004052;In-Store;WARE-PUJ1005;15/5/2019;10/9/2019;12/9/2019;18/9/2019;USD;11;Joshua Little;25;Prasco Group;325;40;Rugs;7;0,05;2257,9;1806,32
SO - 0004053;Distributor;WARE-NMK1003;15/5/2019;10/9/2019;18/9/2019;27/9/2019;USD;23;Douglas Tucker;19;Qualitest ;179;16;Stemware;6;0,05;1105,5;795,96
SO - 0004054;In-Store;WARE-XYS1001;15/5/2019;10/9/2019;2/10/2019;7/10/2019;USD;6;Joshua Bennett;43;Exact-Rx, Corp;25;39;Floor Lamps;2;0,05;1085,4;738,072
SO - 0004055;Wholesale;WARE-NMK1003;15/5/2019;10/9/2019;21/9/2019;26/9/2019;USD;27;Shawn Torres;37;AuroMedics Corp;127;43;Festive;7;0,1;6472,2;3106,656
SO - 0004056;In-Store;WARE-MKL1006;15/5/2019;10/9/2019;7/10/2019;9/10/2019;USD;2;Keith Griffin;5;Procter Corp;329;28;Phones;5;0,1;5835,7;3267,992
SO - 0004057;In-Store;WARE-PUJ1005;15/5/2019;11/9/2019;17/9/2019;23/9/2019;USD;6;Joshua Bennett;15;Rochester Ltd;286;33;Outdoor Decor;1;0,05;4013,3;1886,251
SO - 0004058;In-Store;WARE-NMK1003;15/5/2019;11/9/2019;6/10/2019;13/10/2019;USD;3;Jerry Green;14;Linde ;169;6;Computers;3;0,05;3102,1;2357,596
SO - 0004059;Online;WARE-UHY1004;15/5/2019;11/9/2019;5/10/2019;15/10/2019;USD;13;Todd Roberts;10;21st Ltd;230;3;Table Lamps;3;0,1;1118,9;593,017
SO - 0004060;Online;WARE-MKL1006;15/5/2019;11/9/2019;9/10/2019;16/10/2019;USD;12;Carl Nguyen;41;Weimei Corp;344;17;Furniture Cushions;1;0,1;3906,1;2265,538
SO - 0004061;Distributor;WARE-NMK1003;15/5/2019;11/9/2019;3/10/2019;11/10/2019;USD;23;Douglas Tucker;50;Sundial ;95;3;Table Lamps;8;0,15;3993,2;1757,008
SO - 0004062;In-Store;WARE-NMK1003;15/5/2019;11/9/2019;7/10/2019;8/10/2019;USD;12;Carl Nguyen;42;Llorens Ltd;175;23;Accessories;7;0,4;5447,1;2614,608
SO - 0004063;In-Store;WARE-NMK1003;15/5/2019;11/9/2019;3/10/2019;4/10/2019;USD;5;Stephen Payne;42;Llorens Ltd;167;1;Cookware;3;0,05;1145,7;928,017
SO - 0004064;In-Store;WARE-XYS1001;15/5/2019;12/9/2019;23/9/2019;29/9/2019;USD;11;Joshua Little;16;3LAB, Ltd;22;29;Pendants;5;0,05;6559,3;4132,359
SO - 0004065;Online;WARE-NMK1003;15/5/2019;12/9/2019;19/9/2019;23/9/2019;USD;20;Anthony Torres;30;S.S.S. Group;119;10;Blankets;8;0,1;850,9;433,959
SO - 0004066;Online;WARE-NMK1003;15/5/2019;12/9/2019;8/10/2019;16/10/2019;USD;19;Nicholas Cunningham;50;Sundial ;89;23;Accessories;7;0,15;1072;707,52
SO - 0004067;In-Store;WARE-NMK1003;15/5/2019;12/9/2019;16/9/2019;19/9/2019;USD;1;Adam Hernandez;39;Victory Ltd;193;44;Pillows;6;0,075;1025,1;625,311
SO - 0004068;In-Store;WARE-MKL1006;15/5/2019;12/9/2019;8/10/2019;18/10/2019;USD;10;Jonathan Hawkins;23;E. Ltd;362;21;Floral;3;0,1;3926,2;3023,174
SO - 0004069;Online;WARE-NMK1003;15/5/2019;12/9/2019;19/9/2019;28/9/2019;USD;15;Roger Alexander;29;Apotheca, Ltd;133;14;Mirrors;4;0,05;207,7;137,082
SO - 0004070;In-Store;WARE-MKL1006;15/5/2019;12/9/2019;28/9/2019;8/10/2019;USD;11;Joshua Little;6;PEDIFIX, Corp;331;38;Wardrobes;8;0,05;2646,5;1243,855
SO - 0004071;Online;WARE-NMK1003;15/5/2019;13/9/2019;20/9/2019;25/9/2019;USD;18;Shawn Wallace;27;Wuxi Group;175;26;Candles;6;0,05;723,6;361,8
SO - 0004072;Online;WARE-UHY1004;15/5/2019;13/9/2019;19/9/2019;25/9/2019;USD;13;Todd Roberts;48;Fenwal, Corp;231;8;Cocktail Glasses;2;0,15;1139;569,5
SO - 0004073;Online;WARE-NBV1002;15/5/2019;13/9/2019;1/10/2019;10/10/2019;USD;17;Frank Brown;43;Exact-Rx, Corp;79;29;Pendants;6;0,3;5956,3;4050,284
SO - 0004074;In-Store;WARE-NMK1003;15/5/2019;13/9/2019;1/10/2019;11/10/2019;USD;5;Stephen Payne;9;Ei ;93;28;Phones;6;0,2;857,6;505,984
SO - 0004075;Online;WARE-MKL1006;15/5/2019;13/9/2019;5/10/2019;7/10/2019;USD;15;Roger Alexander;40;Select ;350;10;Blankets;8;0,075;3899,4;2612,598
SO - 0004076;In-Store;WARE-PUJ1005;15/5/2019;13/9/2019;30/9/2019;2/10/2019;USD;8;George Lewis;12;Medline ;311;17;Furniture Cushions;1;0,05;1842,5;1529,275
SO - 0004077;In-Store;WARE-PUJ1005;15/5/2019;13/9/2019;9/10/2019;16/10/2019;USD;4;Chris Armstrong;11;Apollo Ltd;317;37;Platters;2;0,05;214,4;96,48
SO - 0004078;Wholesale;WARE-UHY1004;15/5/2019;14/9/2019;12/10/2019;18/10/2019;USD;25;Patrick Graham;40;Select ;240;3;Table Lamps;1;0,15;1139;501,16
SO - 0004079;Online;WARE-MKL1006;15/5/2019;14/9/2019;21/9/2019;26/9/2019;USD;13;Todd Roberts;8;Medsep Group;350;4;Serveware;5;0,075;703,5;302,505
SO - 0004080;Online;WARE-NMK1003;15/5/2019;14/9/2019;20/9/2019;30/9/2019;USD;13;Todd Roberts;32;OHTA'S Corp;170;1;Cookware;6;0,15;6217,6;2797,92
SO - 0004081;Distributor;WARE-NMK1003;15/5/2019;14/9/2019;6/10/2019;8/10/2019;USD;24;Roy Rice;35;Amylin Group;145;6;Computers;3;0,075;3624,7;3080,995
SO - 0004082;In-Store;WARE-XYS1001;15/5/2019;14/9/2019;5/10/2019;9/10/2019;USD;2;Keith Griffin;27;Wuxi Group;57;15;Outdoor Furniture;4;0,05;1721,9;1205,33
SO - 0004083;In-Store;WARE-NMK1003;15/5/2019;14/9/2019;8/10/2019;18/10/2019;USD;4;Chris Armstrong;29;Apotheca, Ltd;147;36;Clocks;2;0,075;1829,1;877,968
SO - 0004084;In-Store;WARE-NMK1003;15/5/2019;14/9/2019;3/10/2019;5/10/2019;USD;1;Adam Hernandez;37;AuroMedics Corp;197;1;Cookware;7;0,075;6110,4;4643,904
SO - 0004085;Online;WARE-NBV1002;15/5/2019;14/9/2019;4/10/2019;9/10/2019;USD;18;Shawn Wallace;30;S.S.S. Group;77;15;Outdoor Furniture;7;0,05;3886;2137,3
SO - 0004086;Online;WARE-PUJ1005;15/5/2019;14/9/2019;22/9/2019;2/10/2019;USD;19;Nicholas Cunningham;20;Pacific Ltd;325;17;Furniture Cushions;8;0,05;5058,5;3743,29
SO - 0004087;In-Store;WARE-MKL1006;15/5/2019;14/9/2019;4/10/2019;7/10/2019;USD;2;Keith Griffin;31;Uriel Group;352;43;Festive;7;0,1;1092,1;775,391
SO - 0004088;Online;WARE-PUJ1005;15/5/2019;14/9/2019;10/10/2019;15/10/2019;USD;15;Roger Alexander;4;ETUDE Ltd;318;40;Rugs;8;0,075;1949,7;896,862
SO - 0004089;Online;WARE-NMK1003;15/5/2019;14/9/2019;3/10/2019;8/10/2019;USD;15;Roger Alexander;23;E. Ltd;166;13;Bakeware;2;0,15;3886;3225,38
SO - 0004090;Wholesale;WARE-UHY1004;15/5/2019;15/9/2019;28/9/2019;30/9/2019;USD;26;Donald Reynolds;27;Wuxi Group;257;26;Candles;4;0,05;3376,8;1553,328
SO - 0004091;Online;WARE-XYS1001;15/5/2019;15/9/2019;21/9/2019;29/9/2019;USD;18;Shawn Wallace;15;Rochester Ltd;47;20;Bar Tools;6;0,05;180,9;86,832
SO - 0004092;Distributor;WARE-PUJ1005;15/5/2019;15/9/2019;26/9/2019;5/10/2019;USD;21;Samuel Fowler;47;Niconovum Corp;283;22;Wine Storage;5;0,1;247,9;205,757
SO - 0004093;In-Store;WARE-PUJ1005;15/5/2019;15/9/2019;7/10/2019;9/10/2019;USD;3;Jerry Green;20;Pacific Ltd;273;14;Mirrors;1;0,05;3135,6;2508,48
SO - 0004094;Distributor;WARE-XYS1001;15/5/2019;15/9/2019;21/9/2019;24/9/2019;USD;21;Samuel Fowler;19;Qualitest ;24;2;Photo Frames;5;0,1;2485,7;1739,99
SO - 0004095;Online;WARE-UHY1004;15/5/2019;15/9/2019;29/9/2019;6/10/2019;USD;20;Anthony Torres;49;Bare ;208;25;TV and video;2;0,15;4013,3;3210,64
SO - 0004096;In-Store;WARE-XYS1001;15/5/2019;15/9/2019;11/10/2019;12/10/2019;USD;12;Carl Nguyen;29;Apotheca, Ltd;35;31;Candleholders;2;0,075;6351,6;3048,768
SO - 0004097;Wholesale;WARE-XYS1001;15/5/2019;15/9/2019;28/9/2019;6/10/2019;USD;27;Shawn Torres;38;Ascend Ltd;40;21;Floral;6;0,2;1152,4;645,344
SO - 0004098;Wholesale;WARE-NBV1002;15/5/2019;16/9/2019;10/10/2019;20/10/2019;USD;27;Shawn Torres;40;Select ;77;33;Outdoor Decor;2;0,05;1005;723,6
SO - 0004099;Wholesale;WARE-UHY1004;15/5/2019;16/9/2019;21/9/2019;26/9/2019;USD;27;Shawn Torres;28;Dharma Ltd;244;21;Floral;1;0,05;3852,5;2465,6
SO - 0004100;In-Store;WARE-NMK1003;15/5/2019;16/9/2019;18/9/2019;24/9/2019;USD;9;Joshua Ryan;28;Dharma Ltd;174;17;Furniture Cushions;2;0,2;1018,4;478,648
SO - 0004101;Online;WARE-NBV1002;15/5/2019;17/9/2019;26/9/2019;2/10/2019;USD;13;Todd Roberts;41;Weimei Corp;73;9;Baseball;4;0,3;1112,2;934,248
SO - 0004102;In-Store;WARE-NMK1003;15/5/2019;17/9/2019;8/10/2019;13/10/2019;USD;3;Jerry Green;34;OUR Ltd;182;9;Baseball;3;0,05;1775,5;1242,85
SO - 0004103;In-Store;WARE-NMK1003;15/5/2019;17/9/2019;6/10/2019;10/10/2019;USD;1;Adam Hernandez;48;Fenwal, Corp;138;4;Serveware;5;0,15;5507,4;4075,476
SO - 0004104;Distributor;WARE-PUJ1005;15/5/2019;17/9/2019;29/9/2019;2/10/2019;USD;21;Samuel Fowler;25;Prasco Group;315;19;Vanities;3;0,05;3839,1;2457,024
SO - 0004105;Online;WARE-PUJ1005;15/5/2019;17/9/2019;19/9/2019;24/9/2019;USD;18;Shawn Wallace;49;Bare ;269;15;Outdoor Furniture;3;0,4;2438,8;1999,816
SO - 0004106;Online;WARE-XYS1001;15/5/2019;17/9/2019;4/10/2019;7/10/2019;USD;13;Todd Roberts;34;OUR Ltd;32;10;Blankets;4;0,1;3765,4;2824,05
SO - 0004107;Online;WARE-NMK1003;15/5/2019;18/9/2019;1/10/2019;5/10/2019;USD;14;Paul Holmes;40;Select ;110;4;Serveware;4;0,15;4020;2653,2
SO - 0004108;Wholesale;WARE-NMK1003;15/5/2019;18/9/2019;1/10/2019;2/10/2019;USD;25;Patrick Graham;38;Ascend Ltd;100;24;Wall Frames;3;0,3;884,4;698,676
SO - 0004109;Online;WARE-NBV1002;15/5/2019;18/9/2019;2/10/2019;5/10/2019;USD;19;Nicholas Cunningham;2;WakeFern ;74;2;Photo Frames;3;0,05;1989,9;1591,92
SO - 0004110;In-Store;WARE-PUJ1005;15/5/2019;18/9/2019;1/10/2019;3/10/2019;USD;4;Chris Armstrong;9;Ei ;296;9;Baseball;8;0,2;3892,7;2063,131
SO - 0004111;In-Store;WARE-MKL1006;15/5/2019;18/9/2019;21/9/2019;26/9/2019;USD;12;Carl Nguyen;20;Pacific Ltd;367;1;Cookware;7;0,05;857,6;377,344
SO - 0004112;Distributor;WARE-PUJ1005;15/5/2019;18/9/2019;1/10/2019;5/10/2019;USD;23;Douglas Tucker;39;Victory Ltd;303;20;Bar Tools;3;0,05;1025,1;553,554
SO - 0004113;In-Store;WARE-PUJ1005;15/5/2019;18/9/2019;26/9/2019;3/10/2019;USD;8;George Lewis;39;Victory Ltd;303;19;Vanities;7;0,075;5145,6;3653,376
SO - 0004114;Online;WARE-NMK1003;15/5/2019;18/9/2019;12/10/2019;19/10/2019;USD;14;Paul Holmes;35;Amylin Group;115;47;Audio;6;0,075;1319,9;950,328
SO - 0004115;Distributor;WARE-UHY1004;15/5/2019;18/9/2019;23/9/2019;30/9/2019;USD;23;Douglas Tucker;45;Nipro ;216;47;Audio;7;0,2;884,4;610,236
SO - 0004116;In-Store;WARE-MKL1006;15/5/2019;18/9/2019;10/10/2019;13/10/2019;USD;11;Joshua Little;21;Ohio ;365;19;Vanities;1;0,1;1152,4;760,584
SO - 0004117;Online;WARE-PUJ1005;15/5/2019;19/9/2019;25/9/2019;5/10/2019;USD;15;Roger Alexander;40;Select ;279;45;Home Fragrances;1;0,15;3932,9;2556,385
SO - 0004118;In-Store;WARE-NMK1003;15/5/2019;19/9/2019;24/9/2019;28/9/2019;USD;1;Adam Hernandez;12;Medline ;167;7;Dinnerware;4;0,2;891,1;516,838
SO - 0004119;Online;WARE-UHY1004;15/5/2019;19/9/2019;8/10/2019;17/10/2019;USD;18;Shawn Wallace;39;Victory Ltd;206;18;Basketball;7;0,15;3966,4;3173,12
SO - 0004120;Distributor;WARE-XYS1001;15/5/2019;19/9/2019;23/9/2019;24/9/2019;USD;22;Joe Price;24;Burt's Corp;42;43;Festive;7;0,4;757,1;325,553
SO - 0004121;Distributor;WARE-NMK1003;15/5/2019;19/9/2019;7/10/2019;11/10/2019;USD;22;Joe Price;29;Apotheca, Ltd;198;27;Wreaths;1;0,05;180,9;113,967
SO - 0004122;In-Store;WARE-MKL1006;15/5/2019;19/9/2019;22/9/2019;26/9/2019;USD;4;Chris Armstrong;7;New Ltd;347;2;Photo Frames;7;0,15;1802,3;1063,357
SO - 0004123;Wholesale;WARE-PUJ1005;15/5/2019;20/9/2019;8/10/2019;9/10/2019;USD;27;Shawn Torres;29;Apotheca, Ltd;315;39;Floor Lamps;6;0,3;174,2;108,004
SO - 0004124;Wholesale;WARE-NBV1002;15/5/2019;20/9/2019;30/9/2019;2/10/2019;USD;27;Shawn Torres;40;Select ;62;29;Pendants;4;0,075;221,1;134,871
SO - 0004125;Wholesale;WARE-PUJ1005;15/5/2019;20/9/2019;3/10/2019;12/10/2019;USD;28;Carlos Miller;41;Weimei Corp;289;31;Candleholders;7;0,4;2224,4;1846,252
SO - 0004126;Online;WARE-NBV1002;15/5/2019;20/9/2019;30/9/2019;1/10/2019;USD;13;Todd Roberts;6;PEDIFIX, Corp;84;24;Wall Frames;2;0,05;3041,8;2038,006
SO - 0004127;In-Store;WARE-NBV1002;15/5/2019;20/9/2019;29/9/2019;3/10/2019;USD;8;George Lewis;38;Ascend Ltd;76;24;Wall Frames;3;0,15;3953;3043,81
SO - 0004128;Online;WARE-PUJ1005;15/5/2019;20/9/2019;24/9/2019;2/10/2019;USD;13;Todd Roberts;10;21st Ltd;290;24;Wall Frames;2;0,1;1078,7;560,924
SO - 0004129;In-Store;WARE-NBV1002;15/5/2019;20/9/2019;24/9/2019;29/9/2019;USD;9;Joshua Ryan;2;WakeFern ;59;23;Accessories;7;0,3;268;176,88
